food_name,cal_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,sugar_per_100g,fiber_per_100g,sodium_per_100g,satfat_per_100g,matched
supplements vitamin c powder,227.0,0.25,0.16,91.0,0.0,2.2,14.0,0.01,yes
sushi or short-grain rice,130.0,2.36,0.19,28.7,0.0,0.0,0.0,0.051,yes
sustainable skinless sea bass fillets,97.0,18.4,2.0,0.0,0.0,0.0,68.0,0.511,yes
sweet and sour mix,15.0,0.1,0.0,3.7,3.7,0.0,208.0,0.0,yes
sweet apple,47.0,0.3,0.1,11.4,9.6,0.5,5.0,0.03,yes
sweet chile sauce,154.0,0.27,0.02,38.2,18.8,0.1,539.0,0.0,yes
sweet chili sauce,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.045,yes
sweet crepes add of organic sugar,380.0,0.12,0.0,98.1,97.0,0.0,28.0,0.0,yes
sweet hungarian paprika,29.0,0.8,0.41,6.7,3.53,1.0,1.0,0.046,yes
sweet italian sausage,149.0,16.1,8.42,2.1,0.0,0.0,570.0,3.26,yes
sweet onion,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
sweet onions,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
sweet or hot paprika,282.0,14.1,12.9,54.0,10.3,34.9,68.0,2.14,yes
sweet or yellow onion,123.0,0.95,10.8,7.86,0.0,1.7,12.0,1.48,yes
sweet orange or lemon crepes add of finely grated orange or lemon zest and of organic address,246.0,0.3,0.0,66.3,60.0,0.7,56.0,0.0,yes
sweet paprika,282.0,14.1,12.9,54.0,10.3,34.9,68.0,2.14,yes
sweet pickle relish,130.0,0.37,0.47,35.1,29.1,1.1,811.0,0.054,yes
sweet pickles,130.0,0.37,0.47,35.1,29.1,1.1,811.0,0.054,yes
sweet potato,42.0,2.49,0.51,8.82,0.0,5.3,6.0,0.111,yes
sweet potatoes,42.0,2.49,0.51,8.82,0.0,5.3,6.0,0.111,yes
sweet smoked paprika,282.0,14.1,12.9,54.0,10.3,34.9,68.0,2.14,yes
sweet soy sauce,60.0,10.5,0.1,5.57,1.7,0.8,5590.0,0.011,yes
sweet turkey sausage,158.0,15.0,8.75,4.65,3.2,0.9,928.0,3.4,yes
sweet white miso,198.0,12.8,6.01,25.4,6.2,5.4,3730.0,1.02,yes
sweet white wine,160.0,0.2,0.0,13.7,7.78,0.0,9.0,0.0,yes
sweet yellow pepper,27.0,1.0,0.21,6.32,0.0,0.9,2.0,0.031,yes
sweet-and-sour chutney or lemon wedges,15.0,0.1,0.0,3.7,3.7,0.0,208.0,0.0,yes
sweetened applesauce,76.0,0.18,0.18,19.9,0.0,1.2,28.0,0.03,yes
sweetened condensed milk,321.0,7.91,8.7,54.4,54.4,0.0,127.0,5.49,yes
sweetened dried cranberries,317.0,2.5,2.5,80.0,67.5,7.5,3.0,0.2,yes
sweetened flaked coconut,443.0,3.35,31.7,40.9,0.0,4.5,20.0,28.1,yes
sweetened hot cherry peppers,22.0,0.8,0.4,4.56,1.6,2.6,1430.0,0.061,yes
sweetened or unsweetened dried cranberries,46.0,0.39,0.13,12.2,12.1,0.1,2.0,0.01,yes
sweetened shredded coconut,501.0,2.88,35.5,47.7,43.2,4.5,262.0,31.5,yes
swiss chard,19.0,1.8,0.2,3.74,1.1,1.6,213.0,0.03,yes
swiss chardleaves,393.0,27.0,31.0,1.44,0.0,0.0,185.0,18.2,yes
t agave,310.0,0.09,0.45,76.4,68.0,0.2,4.0,0.0,yes
t allspice,263.0,6.09,8.69,72.1,0.0,21.6,77.0,2.55,yes
t anise,337.0,17.6,15.9,50.0,0.0,14.6,16.0,0.586,yes
t apple cider vinegar,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
t baking powder,97.0,0.1,0.4,46.9,0.0,2.2,90.0,0.073,yes
t baking soda,0.0,0.0,0.0,0.0,0.0,0.0,27400.0,0.0,yes
t balsalmic vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
t butter,900.0,0.0,100.0,0.0,0.0,0.0,0.0,60.0,yes
t butter flavor coconut oils,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
t chili powder,282.0,13.5,14.3,49.7,7.19,34.8,2870.0,2.46,yes
t cinnamon,253.0,7.05,5.29,44.4,14.1,3.5,388.0,0.0,yes
t cocoa powder,398.0,6.67,4.0,83.7,65.6,3.7,504.0,2.38,yes
t coconut oil,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
t cornstarch,381.0,0.26,0.05,91.3,0.0,0.9,9.0,0.009,yes
t cumin,375.0,17.8,22.3,44.2,2.25,10.5,168.0,1.54,yes
t dark sesame oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
t dried italian seasoning,277.0,3.8,1.2,70.7,66.1,4.6,3.0,0.27,yes
t dried oregano,265.0,9.0,4.28,68.9,4.09,42.5,25.0,1.55,yes
t ginger,80.0,1.82,0.75,17.8,1.7,2.0,13.0,0.203,yes
t hoisin sauce,220.0,3.31,3.39,44.1,27.3,2.8,1620.0,0.568,yes
t marjoram,271.0,12.7,7.04,60.6,4.09,40.3,77.0,0.529,yes
t matcha green teapowder,228.0,20.0,15.8,0.0,0.0,0.0,35.0,6.68,yes
t nutritional yeast,185.0,23.9,0.9,20.4,1.6,6.5,3380.0,0.0,yes
t oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,7.36,yes
t oil t dark sesame oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
t peanut butter,590.0,24.0,49.9,21.8,9.29,6.6,203.0,7.72,yes
t peanut oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.4,yes
t red chilipaste,228.0,20.0,15.8,0.0,0.0,0.0,35.0,6.68,yes
t red pepper flakes,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
t salt,228.0,20.0,15.8,0.0,0.0,0.0,35.0,6.68,yes
t sesame oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
t sesame seeds,573.0,17.7,49.7,23.4,0.3,11.8,11.0,6.96,yes
t sriracha,228.0,20.0,15.8,0.0,0.0,0.0,35.0,6.68,yes
t sugar,380.0,0.12,0.0,98.1,97.0,0.0,28.0,0.0,yes
t vanilla extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
t vegan fish saucesi like this one,605.0,0.13,71.0,0.16,0.0,0.0,729.0,19.8,yes
t vegan fish saucesor tamari,277.0,11.0,16.2,21.7,1.65,1.5,402.0,3.73,yes
tabasco chipotle sauce,12.0,1.29,0.76,0.8,0.13,0.6,633.0,0.106,yes
tabasco or other hot sauce,12.0,1.29,0.76,0.8,0.13,0.6,633.0,0.106,yes
table salt,0.0,0.0,0.0,0.0,0.0,0.0,38800.0,0.0,yes
table salt and black pepper,0.0,0.0,0.0,0.0,0.0,0.0,38800.0,0.0,yes
table salt and cayenne pepper,0.0,0.0,0.0,0.0,0.0,0.0,38800.0,0.0,yes
table salt for blanching,0.0,0.0,0.0,0.0,0.0,0.0,38800.0,0.0,yes
table salt for brining,0.0,0.0,0.0,0.0,0.0,0.0,38800.0,0.0,yes
table salt for cooking grains,0.0,0.0,0.0,0.0,0.0,0.0,38800.0,0.0,yes
table salt for cooking pasta,0.0,0.0,0.0,0.0,0.0,0.0,38800.0,0.0,yes
taco seasoning,322.0,4.5,0.0,58.0,10.8,13.3,7200.0,0.0,yes
tahini,592.0,17.4,53.0,21.5,0.0,4.7,35.0,7.42,yes
tahini or almond butter,592.0,17.4,53.0,21.5,0.0,4.7,35.0,7.42,yes
tahini paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
tahini sauce,592.0,17.4,53.0,21.5,0.0,4.7,35.0,7.42,yes
tahini shredded coconut,501.0,2.88,35.5,47.7,43.2,4.5,262.0,31.5,yes
tahini-lemon dressing,592.0,17.4,53.0,21.5,0.0,4.7,35.0,7.42,yes
tahini-yogurt sauce,592.0,17.4,53.0,21.5,0.0,4.7,35.0,7.42,yes
taleggio cheese,295.0,7.1,28.6,3.5,3.5,0.0,436.0,18.0,yes
tamari,60.0,10.5,0.1,5.57,1.7,0.8,5590.0,0.011,yes
tamari or soy sauce,60.0,10.5,0.1,5.57,1.7,0.8,5590.0,0.011,yes
tamari sauce,60.0,10.5,0.1,5.57,1.7,0.8,5590.0,0.011,yes
tamari sauce or coconut aminos,60.0,10.5,0.1,5.57,1.7,0.8,5590.0,0.011,yes
tamarind chutney,331.0,0.0,0.0,92.0,78.6,2.5,1640.0,0.0,yes
tandoori masala spice,57.0,3.3,0.88,10.5,2.3,2.6,92.0,0.18,yes
tangerine,43.0,0.5,0.2,10.1,9.9,0.2,1.0,0.024,yes
tangerine juice,43.0,0.5,0.2,10.1,9.9,0.2,1.0,0.024,yes
tangerine or orange sections,53.0,0.81,0.31,13.3,10.6,1.8,2.0,0.039,yes
tapioca flour,248.0,4.31,5.24,45.8,3.53,4.3,447.0,0.977,yes
tapioca starch,248.0,4.31,5.24,45.8,3.53,4.3,447.0,0.977,yes
tarragon,295.0,22.8,7.24,50.2,0.0,7.4,62.0,1.88,yes
tarragon leaves,295.0,22.8,7.24,50.2,0.0,7.4,62.0,1.88,yes
tarragon or parsley,295.0,22.8,7.24,50.2,0.0,7.4,62.0,1.88,yes
tarragon vinegar,295.0,22.8,7.24,50.2,0.0,7.4,62.0,1.88,yes
tart,372.0,3.99,5.99,76.8,4.87,1.5,361.0,1.39,yes
tart apple,372.0,3.99,5.99,76.8,4.87,1.5,361.0,1.39,yes
tart apples,372.0,3.99,5.99,76.8,4.87,1.5,361.0,1.39,yes
tart shell and fruit,372.0,3.99,5.99,76.8,4.87,1.5,361.0,1.39,yes
tartar sauce,211.0,1.0,16.7,13.3,4.25,0.5,667.0,3.33,yes
tb cilantro,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
tb light butter,499.0,3.3,55.1,0.0,0.0,0.0,450.0,34.3,yes
tb olive oil or vegetable oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,15.3,yes
tbsps apple cider vinegar,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
tbsps baking powder,97.0,0.1,0.4,46.9,0.0,2.2,90.0,0.073,yes
tbsps brown sugar,380.0,0.12,0.0,98.1,97.0,0.0,28.0,0.0,yes
tbsps coconut oil,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
tbsps cold coffee,884.0,0.11,100.0,0.0,0.0,0.0,0.0,8.98,yes
tbsps lemon juice,22.0,0.35,0.24,6.9,2.52,0.3,1.0,0.04,yes
tbsps old bay,313.0,7.61,8.36,75.0,0.0,26.3,23.0,2.28,yes
tbsps pure maple syrup,260.0,0.04,0.06,67.0,60.5,0.0,12.0,0.007,yes
tbsps unsweetened cacao powder,228.0,19.6,13.7,57.9,1.75,37.0,21.0,8.07,yes
teff flour,367.0,13.3,2.38,73.1,1.84,8.0,12.0,0.449,yes
tempeh,192.0,20.3,10.8,7.64,0.0,0.0,9.0,2.54,yes
tenderstem broccoli,31.0,2.57,0.34,6.27,0.0,2.4,36.0,0.039,yes
tepid water,384.0,7.14,7.14,72.8,0.0,7.1,571.0,0.0,yes
texas barbecue sauce,172.0,0.82,0.63,40.8,33.2,0.9,1030.0,0.045,yes
thai basilthinly,36.0,0.8,1.06,6.5,3.7,1.0,141.0,0.35,yes
thai chile,36.0,0.8,1.06,6.5,3.7,1.0,141.0,0.35,yes
thai chile paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
thai chiles,36.0,0.8,1.06,6.5,3.7,1.0,141.0,0.35,yes
thai chili paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
thai chilis,157.0,12.6,9.79,4.57,2.27,1.4,381.0,4.15,yes
thai fish sauces,35.0,5.06,0.01,3.64,3.64,0.0,7850.0,0.003,yes
thai holy basil leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
thai or serrano chiles,32.0,1.74,0.44,6.7,3.83,3.7,10.0,0.059,yes
thai red bird chiles,36.0,0.8,1.06,6.5,3.7,1.0,141.0,0.35,yes
thai red curry paste,36.0,0.8,1.06,6.5,3.7,1.0,141.0,0.35,yes
thai sweet chili sauce,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.045,yes
the america s test kitchen gluten-free flour blend,179.0,3.2,1.0,38.0,0.0,1.4,4.0,0.15,yes
thick applewood-smoked baconslice,119.0,3.05,2.7,21.2,20.8,0.3,111.0,1.68,yes
thick asparagus,20.0,2.2,0.12,3.88,1.88,2.1,2.0,0.04,yes
thick balsamic vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
thick cut pork chops,167.0,18.7,9.62,0.84,0.28,0.0,378.0,3.6,yes
thick slices of wholemeal bread,119.0,3.05,2.7,21.2,20.8,0.3,111.0,1.68,yes
thick-cut bacon,327.0,4.78,16.0,41.0,4.82,2.2,463.0,2.94,yes
thin asparagus,20.0,2.2,0.12,3.88,1.88,2.1,2.0,0.04,yes
thin english cucumbersslices,223.0,8.7,2.0,44.8,1.56,4.6,353.0,0.287,yes
thin lemonsslices,442.0,6.45,16.1,67.7,12.9,9.7,177.0,3.23,yes
thin limesslices,442.0,6.45,16.1,67.7,12.9,9.7,177.0,3.23,yes
thin pizza crusts,303.0,15.3,14.1,28.6,2.67,1.6,784.0,6.9,yes
thin plum tomatowedges,46.0,0.7,0.28,11.4,9.92,1.4,0.0,0.017,yes
thin prosciutto,442.0,6.45,16.1,67.7,12.9,9.7,177.0,3.23,yes
thin prosciutto slices,442.0,6.45,16.1,67.7,12.9,9.7,177.0,3.23,yes
thin red bell pepperstrips,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
thin slices asian pears,42.0,0.5,0.23,10.6,7.05,3.6,0.0,0.012,yes
thin slices ginger- cut across the grain,247.0,12.7,7.91,31.3,7.12,4.0,421.0,4.0,yes
thin slices pancetta,442.0,6.45,16.1,67.7,12.9,9.7,177.0,3.23,yes
thin slices prosciutto,442.0,6.45,16.1,67.7,12.9,9.7,177.0,3.23,yes
thin slices red onions,40.0,1.1,0.1,9.34,4.24,1.7,4.0,0.042,yes
thin smoked salmon slices,117.0,18.3,4.32,0.0,0.0,0.0,672.0,0.929,yes
thin spaghetti,170.0,7.84,8.52,15.5,2.03,1.5,351.0,3.1,yes
thin wedges cantaloupes,34.0,0.84,0.19,8.16,7.86,0.9,16.0,0.051,yes
thin-cut boneless center-cut pork loinchops,167.0,18.7,9.62,0.84,0.28,0.0,378.0,3.6,yes
thinly,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly avocados,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
thinly basil,23.0,3.15,0.64,2.65,0.3,1.6,4.0,0.041,yes
thinly belgian endive,17.0,1.25,0.2,3.35,0.25,3.1,22.0,0.048,yes
thinly braeburn apples,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly cabbage,15.0,1.1,0.5,2.4,1.06,1.6,498.0,0.067,yes
thinly carrot,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly carrots,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly celery,14.0,0.69,0.17,2.97,1.34,1.6,80.0,0.042,yes
thinly cold-smoked salmon,117.0,18.3,4.32,0.0,0.0,0.0,672.0,0.929,yes
thinly collard greens,32.0,3.02,0.61,5.42,0.46,4.0,17.0,0.055,yes
thinly cucumber,10.0,0.59,0.16,2.16,1.38,0.7,2.0,0.078,yes
thinly cucumbers,10.0,0.59,0.16,2.16,1.38,0.7,2.0,0.078,yes
thinly daikon radishes,16.0,0.68,0.1,3.4,1.86,1.6,39.0,0.032,yes
thinly diagonally carrot,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly diagonally celery,14.0,0.69,0.17,2.97,1.34,1.6,80.0,0.042,yes
thinly diagonally celery plus celery leaves,14.0,0.69,0.17,2.97,1.34,1.6,80.0,0.042,yes
thinly diagonally green onions,27.0,0.97,0.47,5.74,3.91,1.8,15.0,0.165,yes
thinly diagonally parsnip,75.0,1.2,0.3,18.0,4.8,4.9,10.0,0.05,yes
thinly dried apricots,241.0,3.39,0.51,62.6,53.4,7.3,10.0,0.017,yes
thinly english cucumber,10.0,0.59,0.16,2.16,1.38,0.7,2.0,0.078,yes
thinly english cucumbers,10.0,0.59,0.16,2.16,1.38,0.7,2.0,0.078,yes
thinly fennel bulb,31.0,1.24,0.2,7.3,3.93,3.1,52.0,0.09,yes
thinly fennelbulb,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly garlic,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly ginger,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly golden delicious apples,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly granny smith apple,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly granny smith apples,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly green bell pepper,21.0,0.72,0.27,4.6,0.0,1.7,397.0,0.028,yes
thinly green bell pepperstrips,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
thinly green cabbage,15.0,1.1,0.5,2.4,1.06,1.6,498.0,0.067,yes
thinly green onion,27.0,0.97,0.47,5.74,3.91,1.8,15.0,0.165,yes
thinly green onions,27.0,0.97,0.47,5.74,3.91,1.8,15.0,0.165,yes
thinly green onionsbottoms,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly green onionstops,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly green oniontops,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly grilled red onion,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly honey crisp apples,161.0,1.75,3.43,30.8,19.7,1.4,351.0,0.685,yes
thinly jalape o peppers,282.0,11.3,14.6,26.4,3.67,1.4,434.0,2.83,yes
thinly kaffir lime leaves or lime rinds,30.0,0.7,0.2,10.5,1.69,2.8,2.0,0.022,yes
thinly lacinato kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
thinly leek,61.0,1.5,0.3,14.2,3.9,1.8,20.0,0.04,yes
thinly leeks,61.0,1.5,0.3,14.2,3.9,1.8,20.0,0.04,yes
thinly mango,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly mint,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly mixed summer squashes,18.0,1.2,0.2,3.84,2.39,1.2,1.0,0.041,yes
thinly mozzarella cheese,248.0,11.5,12.2,23.7,23.7,0.0,685.0,3.71,yes
thinly napa cabbage,15.0,1.1,0.5,2.4,1.06,1.6,498.0,0.067,yes
thinly nectarines,44.0,1.06,0.32,10.6,7.89,1.7,0.0,0.025,yes
thinly onion,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly onions,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly orange bell pepper,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
thinly parsnips,75.0,1.2,0.3,18.0,4.8,4.9,10.0,0.05,yes
thinly peaches,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly pickling cucumbers,11.0,0.33,0.2,2.26,1.06,1.2,1210.0,0.052,yes
thinly prosciutto,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly provolone cheese,351.0,25.6,26.6,2.14,0.56,0.0,727.0,17.1,yes
thinly radicchio,23.0,1.43,0.25,4.48,0.6,0.9,22.0,0.06,yes
thinly radish,16.0,0.68,0.1,3.4,1.86,1.6,39.0,0.032,yes
thinly radishes,16.0,0.68,0.1,3.4,1.86,1.6,39.0,0.032,yes
thinly red and orange bell pepper,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
thinly red bell pepper,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
thinly red bell pepperstrips,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
thinly red cabbage,31.0,1.43,0.16,7.37,3.83,2.1,27.0,0.021,yes
thinly red leaf lettuce,13.0,1.33,0.22,2.26,0.48,0.9,25.0,0.028,yes
thinly red onion,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly red onions,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly red potatoes,87.0,2.3,0.15,19.6,1.43,1.8,12.0,0.04,yes
thinly red radishes,16.0,0.68,0.1,3.4,1.86,1.6,39.0,0.032,yes
thinly romaine lettuce,17.0,1.23,0.3,3.29,1.19,2.1,8.0,0.039,yes
thinly rome apple,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly sageleaves,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly savoy cabbage,27.0,2.0,0.1,6.1,2.27,3.1,28.0,0.013,yes
thinly scallion,32.0,1.83,0.19,7.34,2.33,2.6,16.0,0.032,yes
thinly scalliongreens,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly scallions,32.0,1.83,0.19,7.34,2.33,2.6,16.0,0.032,yes
thinly seitan,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly shallot,72.0,2.5,0.1,16.8,7.87,3.2,12.0,0.017,yes
thinly shallots,72.0,2.5,0.1,16.8,7.87,3.2,12.0,0.017,yes
thinly shiitake mushroom caps,296.0,9.58,0.99,75.4,2.21,11.5,13.0,0.225,yes
thinly shiitake mushrooms,296.0,9.58,0.99,75.4,2.21,11.5,13.0,0.225,yes
thinly shiitake or button mushroom caps,296.0,9.58,0.99,75.4,2.21,11.5,13.0,0.225,yes
thinly smoked salmon,117.0,18.3,4.32,0.0,0.0,0.0,672.0,0.929,yes
thinly snow pea,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly spinach,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly stemmed collard greens,32.0,3.02,0.61,5.42,0.46,4.0,17.0,0.055,yes
thinly sweet onion,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
thinly sweet onions,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
thinly sweet potatoes,42.0,2.49,0.51,8.82,0.0,5.3,6.0,0.111,yes
thinly sweet-tart apples,47.0,0.3,0.1,11.4,9.6,0.5,5.0,0.03,yes
thinly swiss chard,19.0,1.8,0.2,3.74,1.1,1.6,213.0,0.03,yes
thinly swiss cheese,393.0,27.0,31.0,1.44,0.0,0.0,185.0,18.2,yes
thinly tart apples,372.0,3.99,5.99,76.8,4.87,1.5,361.0,1.39,yes
thinly unpeeled braeburn or gala apples,374.0,6.39,4.45,77.3,0.0,11.7,37.0,0.837,yes
thinly vertically onion,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly vertically onions,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly vertically red onion,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly vertically shallot,72.0,2.5,0.1,16.8,7.87,3.2,12.0,0.017,yes
thinly vertically snow pea,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly vidalia or other sweet onion,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
thinly vidalia or other sweet onions,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
thinly walla walla or other sweet onions,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
thinly white onion,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
thinly yellow bell pepper,27.0,1.0,0.21,6.32,0.0,0.9,2.0,0.031,yes
thinly yellow onion,123.0,0.95,10.8,7.86,0.0,1.7,12.0,1.48,yes
thinly yellow squash,24.0,0.81,0.2,5.73,3.24,0.9,5.0,0.02,yes
thinly yellow squashrounds,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly yukon gold potatoes,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
thinly zucchinirounds,309.0,16.5,27.0,0.0,0.0,0.0,68.0,11.5,yes
third oat flour,404.0,14.7,9.12,65.7,0.8,6.5,19.0,1.61,yes
this is the same recipe i made in a slow-cooker for a healthy new year s eating segment on breakfast television this january when i splurged on a second-hand le creuset dutch oven,412.0,3.92,7.63,83.6,43.2,2.1,679.0,5.71,yes
thyme,101.0,5.56,1.68,24.4,0.0,14.0,9.0,0.467,yes
thyme leaves,101.0,5.56,1.68,24.4,0.0,14.0,9.0,0.467,yes
thyme leaves or dried thyme,276.0,9.11,7.43,63.9,1.71,37.0,55.0,2.73,yes
thyme or dried,276.0,9.11,7.43,63.9,1.71,37.0,55.0,2.73,yes
thyme or parsley leaves,101.0,5.56,1.68,24.4,0.0,14.0,9.0,0.467,yes
thyme or rosemary,101.0,5.56,1.68,24.4,0.0,14.0,9.0,0.467,yes
thyme sprigs,101.0,5.56,1.68,24.4,0.0,14.0,9.0,0.467,yes
thyme-sprigs,101.0,5.56,1.68,24.4,0.0,14.0,9.0,0.467,yes
tightly basil leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
tightly kale leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
tilapia,96.0,20.1,1.7,0.0,0.0,0.0,52.0,0.585,yes
tilapia fillets,96.0,20.1,1.7,0.0,0.0,0.0,52.0,0.585,yes
tilapia or snapper fillets,96.0,20.1,1.7,0.0,0.0,0.0,52.0,0.585,yes
tiny fat-free pretzeltwists,105.0,15.7,1.0,7.66,5.48,0.0,702.0,0.644,yes
tiny unsalted pretzels,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
to all-purpose flour,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
to apple cider,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
to baking potatoes,93.0,1.96,0.1,21.6,1.7,1.5,241.0,0.026,yes
to bananaor italian frying peppers,218.0,5.7,2.85,44.6,0.88,6.3,45.0,0.453,yes
to black cod fillets,902.0,0.0,100.0,0.0,0.0,0.0,0.0,22.6,yes
to black plums,46.0,0.7,0.28,11.4,9.92,1.4,0.0,0.017,yes
to boneless beefsirloin,169.0,26.1,6.74,0.89,0.0,0.0,58.0,1.64,yes
to boneless skinless chicken thighs,120.0,22.5,2.62,0.0,0.0,0.0,45.0,0.563,yes
to c crushed honey roasted nuts or maple glazed pecans regular crushed nuts may be substituted,691.0,9.17,72.0,13.9,3.97,9.6,0.0,6.18,yes
to cacao bittersweet chocolate,546.0,4.88,31.3,61.2,47.9,7.0,24.0,18.5,yes
to cardamom,311.0,10.8,6.7,68.5,0.0,28.0,18.0,0.68,yes
to cayenne pepper,318.0,12.0,17.3,56.6,10.3,27.2,30.0,3.26,yes
to chile paste with garlic,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
to chile-chocolate mole,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
to chili garlic sauce,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.045,yes
to chow mein noodles,471.0,10.9,21.2,63.6,0.0,6.7,866.0,6.74,yes
to cinnamon,253.0,7.05,5.29,44.4,14.1,3.5,388.0,0.0,yes
to cloves garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
to cold water,884.0,0.11,100.0,0.0,0.0,0.0,0.0,8.98,yes
to crushed red pepper,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
